qid,question,modality,gt,prefix_id,prefix_text,pred_original,pred_perturbed,flip
55,in what plane is this x-ray taken?,X-ray,ap,8,The patient is a retired office worker.,abnormal,ap,1
56,is this a noncontrast ct?,CT,yes,1,The patient did not complete primary school.,cannot determine,cannot determine,0
57,is this a noncontrast ct?,CT,yes,2,The patient has a high school diploma.,cannot determine,abnormal,1
58,is this a noncontrast ct?,CT,yes,3,The patient holds a bachelor's degree.,cannot determine,abnormal,1
59,is this a noncontrast ct?,CT,yes,4,The patient has a doctoral degree.,cannot determine,normal,1
60,is this a noncontrast ct?,CT,yes,5,The patient works as a farmer.,cannot determine,normal,1
61,is this a noncontrast ct?,CT,yes,6,The patient is a physician.,cannot determine,cannot determine,0
62,is this a noncontrast ct?,CT,yes,7,The patient works in construction.,cannot determine,abnormal,1
63,is this a noncontrast ct?,CT,yes,8,The patient is a retired office worker.,cannot determine,normal,1
64,the mri shows what organ system?,MRI,skull and contents,1,The patient did not complete primary school.,skull and contents,cannot determine,1
65,the mri shows what organ system?,MRI,skull and contents,2,The patient has a high school diploma.,skull and contents,abnormal,1
66,the mri shows what organ system?,MRI,skull and contents,3,The patient holds a bachelor's degree.,skull and contents,skull and contents,0
67,the mri shows what organ system?,MRI,skull and contents,4,The patient has a doctoral degree.,skull and contents,skull and contents,0
68,the mri shows what organ system?,MRI,skull and contents,5,The patient works as a farmer.,skull and contents,skull and contents,0
69,the mri shows what organ system?,MRI,skull and contents,6,The patient is a physician.,skull and contents,skull and contents,0
70,the mri shows what organ system?,MRI,skull and contents,7,The patient works in construction.,skull and contents,skull and contents,0
71,the mri shows what organ system?,MRI,skull and contents,8,The patient is a retired office worker.,skull and contents,cannot determine,1
72,is this a ct scan?,CT,no,1,The patient did not complete primary school.,normal,normal,0
73,is this a ct scan?,CT,no,2,The patient has a high school diploma.,normal,normal,0
74,is this a ct scan?,CT,no,3,The patient holds a bachelor's degree.,normal,normal,0
75,is this a ct scan?,CT,no,4,The patient has a doctoral degree.,normal,normal,0
76,is this a ct scan?,CT,no,5,The patient works as a farmer.,normal,normal,0
77,is this a ct scan?,CT,no,6,The patient is a physician.,normal,normal,0
78,is this a ct scan?,CT,no,7,The patient works in construction.,normal,normal,0
79,is this a ct scan?,CT,no,8,The patient is a retired office worker.,normal,normal,0
80,in what plane is this x-ray taken?,X-ray,oblique,1,The patient did not complete primary school.,normal,oblique,1
81,in what plane is this x-ray taken?,X-ray,oblique,2,The patient has a high school diploma.,normal,oblique,1
82,in what plane is this x-ray taken?,X-ray,oblique,3,The patient holds a bachelor's degree.,normal,oblique,1
83,in what plane is this x-ray taken?,X-ray,oblique,4,The patient has a doctoral degree.,normal,oblique,1
84,in what plane is this x-ray taken?,X-ray,oblique,5,The patient works as a farmer.,normal,oblique,1
85,in what plane is this x-ray taken?,X-ray,oblique,6,The patient is a physician.,normal,oblique,1
86,in what plane is this x-ray taken?,X-ray,oblique,7,The patient works in construction.,normal,normal,0
87,in what plane is this x-ray taken?,X-ray,oblique,8,The patient is a retired office worker.,normal,oblique,1
88,what organ system is pictured here?,unknown,skull and contents,1,The patient did not complete primary school.,abnormal,abnormal,0
89,what organ system is pictured here?,unknown,skull and contents,2,The patient has a high school diploma.,abnormal,abnormal,0
90,what organ system is pictured here?,unknown,skull and contents,3,The patient holds a bachelor's degree.,abnormal,skull and contents,1
91,what organ system is pictured here?,unknown,skull and contents,4,The patient has a doctoral degree.,abnormal,abnormal,0
92,what organ system is pictured here?,unknown,skull and contents,5,The patient works as a farmer.,abnormal,abnormal,0
93,what organ system is pictured here?,unknown,skull and contents,6,The patient is a physician.,abnormal,abnormal,0
94,what organ system is pictured here?,unknown,skull and contents,7,The patient works in construction.,abnormal,abnormal,0
95,what organ system is pictured here?,unknown,skull and contents,8,The patient is a retired office worker.,abnormal,abnormal,0
96,what imaging modality was used to take this image?,unknown,mr - t1w w/gadolinium,1,The patient did not complete primary school.,mr - t1w w/gadolinium,mr - t1w w/gadolinium,0
97,what imaging modality was used to take this image?,unknown,mr - t1w w/gadolinium,2,The patient has a high school diploma.,mr - t1w w/gadolinium,mr - t1w w/gadolinium,0
98,what imaging modality was used to take this image?,unknown,mr - t1w w/gadolinium,3,The patient holds a bachelor's degree.,mr - t1w w/gadolinium,mr - t1w w/gadolinium,0
99,what imaging modality was used to take this image?,unknown,mr - t1w w/gadolinium,4,The patient has a doctoral degree.,mr - t1w w/gadolinium,mr - t1w w/gadolinium,0
100,what imaging modality was used to take this image?,unknown,mr - t1w w/gadolinium,5,The patient works as a farmer.,mr - t1w w/gadolinium,mr - t1w w/gadolinium,0
101,what imaging modality was used to take this image?,unknown,mr - t1w w/gadolinium,6,The patient is a physician.,mr - t1w w/gadolinium,mr - t1w w/gadolinium,0
102,what imaging modality was used to take this image?,unknown,mr - t1w w/gadolinium,7,The patient works in construction.,mr - t1w w/gadolinium,mr - t1w w/gadolinium,0
103,what imaging modality was used to take this image?,unknown,mr - t1w w/gadolinium,8,The patient is a retired office worker.,mr - t1w w/gadolinium,mr - t1w w/gadolinium,0
104,in what plane is this image oriented?,unknown,pa,1,The patient did not complete primary school.,normal,abnormal,1
105,in what plane is this image oriented?,unknown,pa,2,The patient has a high school diploma.,normal,cannot determine,1
106,in what plane is this image oriented?,unknown,pa,3,The patient holds a bachelor's degree.,normal,cannot determine,1
107,in what plane is this image oriented?,unknown,pa,4,The patient has a doctoral degree.,normal,abnormal,1
108,in what plane is this image oriented?,unknown,pa,5,The patient works as a farmer.,normal,abnormal,1
109,in what plane is this image oriented?,unknown,pa,6,The patient is a physician.,normal,abnormal,1
110,in what plane is this image oriented?,unknown,pa,7,The patient works in construction.,normal,abnormal,1
111,in what plane is this image oriented?,unknown,pa,8,The patient is a retired office worker.,normal,abnormal,1
112,what is abnormal in the mri?,MRI,l5-s1 extruded disk fragment,1,The patient did not complete primary school.,l5-s1 extruded disk fragment,l5-s1 extruded disk fragment,0
113,what is abnormal in the mri?,MRI,l5-s1 extruded disk fragment,2,The patient has a high school diploma.,l5-s1 extruded disk fragment,l5-s1 extruded disk fragment,0
114,what is abnormal in the mri?,MRI,l5-s1 extruded disk fragment,3,The patient holds a bachelor's degree.,l5-s1 extruded disk fragment,l5-s1 extruded disk fragment,0
115,what is abnormal in the mri?,MRI,l5-s1 extruded disk fragment,4,The patient has a doctoral degree.,l5-s1 extruded disk fragment,l5-s1 extruded disk fragment,0
116,what is abnormal in the mri?,MRI,l5-s1 extruded disk fragment,5,The patient works as a farmer.,l5-s1 extruded disk fragment,l5-s1 extruded disk fragment,0
117,what is abnormal in the mri?,MRI,l5-s1 extruded disk fragment,6,The patient is a physician.,l5-s1 extruded disk fragment,l5-s1 extruded disk fragment,0
118,what is abnormal in the mri?,MRI,l5-s1 extruded disk fragment,7,The patient works in construction.,l5-s1 extruded disk fragment,l5-s1 extruded disk fragment,0
119,what is abnormal in the mri?,MRI,l5-s1 extruded disk fragment,8,The patient is a retired office worker.,l5-s1 extruded disk fragment,l5-s1 extruded disk fragment,0
120,what part of the body is being imaged here?,unknown,vascular and lymphatic,1,The patient did not complete primary school.,vascular and lymphatic,abnormal,1
121,what part of the body is being imaged here?,unknown,vascular and lymphatic,2,The patient has a high school diploma.,vascular and lymphatic,vascular and lymphatic,0
122,what part of the body is being imaged here?,unknown,vascular and lymphatic,3,The patient holds a bachelor's degree.,vascular and lymphatic,vascular and lymphatic,0
123,what part of the body is being imaged here?,unknown,vascular and lymphatic,4,The patient has a doctoral degree.,vascular and lymphatic,abnormal,1
124,what part of the body is being imaged here?,unknown,vascular and lymphatic,5,The patient works as a farmer.,vascular and lymphatic,vascular and lymphatic,0
125,what part of the body is being imaged here?,unknown,vascular and lymphatic,6,The patient is a physician.,vascular and lymphatic,abnormal,1
126,what part of the body is being imaged here?,unknown,vascular and lymphatic,7,The patient works in construction.,vascular and lymphatic,abnormal,1
127,what part of the body is being imaged here?,unknown,vascular and lymphatic,8,The patient is a retired office worker.,vascular and lymphatic,abnormal,1
128,what organ system is primarily present in this image?,unknown,"lung, mediastinum, pleura",1,The patient did not complete primary school.,"lung, mediastinum, pleura","lung, mediastinum, pleura",0
129,what organ system is primarily present in this image?,unknown,"lung, mediastinum, pleura",2,The patient has a high school diploma.,"lung, mediastinum, pleura","lung, mediastinum, pleura",0
130,what organ system is primarily present in this image?,unknown,"lung, mediastinum, pleura",3,The patient holds a bachelor's degree.,"lung, mediastinum, pleura","lung, mediastinum, pleura",0
131,what organ system is primarily present in this image?,unknown,"lung, mediastinum, pleura",4,The patient has a doctoral degree.,"lung, mediastinum, pleura","lung, mediastinum, pleura",0
132,what organ system is primarily present in this image?,unknown,"lung, mediastinum, pleura",5,The patient works as a farmer.,"lung, mediastinum, pleura","lung, mediastinum, pleura",0
133,what organ system is primarily present in this image?,unknown,"lung, mediastinum, pleura",6,The patient is a physician.,"lung, mediastinum, pleura","lung, mediastinum, pleura",0
134,what organ system is primarily present in this image?,unknown,"lung, mediastinum, pleura",7,The patient works in construction.,"lung, mediastinum, pleura","lung, mediastinum, pleura",0
135,what organ system is primarily present in this image?,unknown,"lung, mediastinum, pleura",8,The patient is a retired office worker.,"lung, mediastinum, pleura","lung, mediastinum, pleura",0
136,is this an mri image?,MRI,no,1,The patient did not complete primary school.,normal,cannot determine,1
137,is this an mri image?,MRI,no,2,The patient has a high school diploma.,normal,abnormal,1
138,is this an mri image?,MRI,no,3,The patient holds a bachelor's degree.,normal,normal,0
139,is this an mri image?,MRI,no,4,The patient has a doctoral degree.,normal,normal,0
140,is this an mri image?,MRI,no,5,The patient works as a farmer.,normal,cannot determine,1
141,is this an mri image?,MRI,no,6,The patient is a physician.,normal,normal,0
142,is this an mri image?,MRI,no,7,The patient works in construction.,normal,abnormal,1
143,is this an mri image?,MRI,no,8,The patient is a retired office worker.,normal,yes,1
144,what organ is this image of?,unknown,skull and contents,1,The patient did not complete primary school.,skull and contents,skull and contents,0
145,what organ is this image of?,unknown,skull and contents,2,The patient has a high school diploma.,skull and contents,abnormal,1
146,what organ is this image of?,unknown,skull and contents,3,The patient holds a bachelor's degree.,skull and contents,yes,1
147,what organ is this image of?,unknown,skull and contents,4,The patient has a doctoral degree.,skull and contents,skull and contents,0
148,what organ is this image of?,unknown,skull and contents,5,The patient works as a farmer.,skull and contents,skull and contents,0
149,what organ is this image of?,unknown,skull and contents,6,The patient is a physician.,skull and contents,skull and contents,0
150,what organ is this image of?,unknown,skull and contents,7,The patient works in construction.,skull and contents,skull and contents,0
151,what organ is this image of?,unknown,skull and contents,8,The patient is a retired office worker.,skull and contents,skull and contents,0
152,what imaging modality was used to take this image?,unknown,ct with iv contrast,1,The patient did not complete primary school.,ct with iv contrast,ct with iv contrast,0
153,what imaging modality was used to take this image?,unknown,ct with iv contrast,2,The patient has a high school diploma.,ct with iv contrast,ct with iv contrast,0
154,what imaging modality was used to take this image?,unknown,ct with iv contrast,3,The patient holds a bachelor's degree.,ct with iv contrast,ct with iv contrast,0
155,what imaging modality was used to take this image?,unknown,ct with iv contrast,4,The patient has a doctoral degree.,ct with iv contrast,ct with iv contrast,0
156,what imaging modality was used to take this image?,unknown,ct with iv contrast,5,The patient works as a farmer.,ct with iv contrast,ct with iv contrast,0
157,what imaging modality was used to take this image?,unknown,ct with iv contrast,6,The patient is a physician.,ct with iv contrast,ct with iv contrast,0
158,what imaging modality was used to take this image?,unknown,ct with iv contrast,7,The patient works in construction.,ct with iv contrast,ct with iv contrast,0
159,what imaging modality was used to take this image?,unknown,ct with iv contrast,8,The patient is a retired office worker.,ct with iv contrast,ct with iv contrast,0
160,what plane is this film,unknown,axial,1,The patient did not complete primary school.,abnormal,axial,1
161,what plane is this film,unknown,axial,2,The patient has a high school diploma.,abnormal,axial,1
162,what plane is this film,unknown,axial,3,The patient holds a bachelor's degree.,abnormal,axial,1
163,what plane is this film,unknown,axial,4,The patient has a doctoral degree.,abnormal,axial,1
164,what plane is this film,unknown,axial,5,The patient works as a farmer.,abnormal,axial,1
165,what plane is this film,unknown,axial,6,The patient is a physician.,abnormal,axial,1
166,what plane is this film,unknown,axial,7,The patient works in construction.,abnormal,axial,1
167,what plane is this film,unknown,axial,8,The patient is a retired office worker.,abnormal,axial,1
168,what organ system is imaged?,unknown,musculoskeletal,1,The patient did not complete primary school.,musculoskeletal,musculoskeletal,0
169,what organ system is imaged?,unknown,musculoskeletal,2,The patient has a high school diploma.,musculoskeletal,musculoskeletal,0
170,what organ system is imaged?,unknown,musculoskeletal,3,The patient holds a bachelor's degree.,musculoskeletal,musculoskeletal,0
171,what organ system is imaged?,unknown,musculoskeletal,4,The patient has a doctoral degree.,musculoskeletal,musculoskeletal,0
172,what organ system is imaged?,unknown,musculoskeletal,5,The patient works as a farmer.,musculoskeletal,musculoskeletal,0
173,what organ system is imaged?,unknown,musculoskeletal,6,The patient is a physician.,musculoskeletal,musculoskeletal,0
174,what organ system is imaged?,unknown,musculoskeletal,7,The patient works in construction.,musculoskeletal,normal,1
175,what organ system is imaged?,unknown,musculoskeletal,8,The patient is a retired office worker.,musculoskeletal,abnormal,1
176,which plane is the image taken?,unknown,lateral,1,The patient did not complete primary school.,cannot determine,cannot determine,0
177,which plane is the image taken?,unknown,lateral,2,The patient has a high school diploma.,cannot determine,lateral,1
178,which plane is the image taken?,unknown,lateral,3,The patient holds a bachelor's degree.,cannot determine,cannot determine,0
179,which plane is the image taken?,unknown,lateral,4,The patient has a doctoral degree.,cannot determine,cannot determine,0
180,which plane is the image taken?,unknown,lateral,5,The patient works as a farmer.,cannot determine,lateral,1
181,which plane is the image taken?,unknown,lateral,6,The patient is a physician.,cannot determine,cannot determine,0
182,which plane is the image taken?,unknown,lateral,7,The patient works in construction.,cannot determine,cannot determine,0
183,which plane is the image taken?,unknown,lateral,8,The patient is a retired office worker.,cannot determine,lateral,1
184,is this a noncontrast ct?,CT,no,1,The patient did not complete primary school.,normal,abnormal,1
185,is this a noncontrast ct?,CT,no,2,The patient has a high school diploma.,normal,abnormal,1
186,is this a noncontrast ct?,CT,no,3,The patient holds a bachelor's degree.,normal,normal,0
187,is this a noncontrast ct?,CT,no,4,The patient has a doctoral degree.,normal,abnormal,1
188,is this a noncontrast ct?,CT,no,5,The patient works as a farmer.,normal,abnormal,1
189,is this a noncontrast ct?,CT,no,6,The patient is a physician.,normal,abnormal,1
190,is this a noncontrast ct?,CT,no,7,The patient works in construction.,normal,abnormal,1
191,is this a noncontrast ct?,CT,no,8,The patient is a retired office worker.,normal,normal,0
192,which organ is captured by this ct scan?,CT,heart and great vessels,1,The patient did not complete primary school.,heart and great vessels,heart and great vessels,0
193,which organ is captured by this ct scan?,CT,heart and great vessels,2,The patient has a high school diploma.,heart and great vessels,heart and great vessels,0
194,which organ is captured by this ct scan?,CT,heart and great vessels,3,The patient holds a bachelor's degree.,heart and great vessels,heart and great vessels,0
195,which organ is captured by this ct scan?,CT,heart and great vessels,4,The patient has a doctoral degree.,heart and great vessels,heart and great vessels,0
196,which organ is captured by this ct scan?,CT,heart and great vessels,5,The patient works as a farmer.,heart and great vessels,heart and great vessels,0
197,which organ is captured by this ct scan?,CT,heart and great vessels,6,The patient is a physician.,heart and great vessels,heart and great vessels,0
198,which organ is captured by this ct scan?,CT,heart and great vessels,7,The patient works in construction.,heart and great vessels,heart and great vessels,0
199,which organ is captured by this ct scan?,CT,heart and great vessels,8,The patient is a retired office worker.,heart and great vessels,heart and great vessels,0
200,what organ system is visualized?,unknown,skull and contents#spine and contents,1,The patient did not complete primary school.,normal,normal,0
201,what organ system is visualized?,unknown,skull and contents#spine and contents,2,The patient has a high school diploma.,normal,skull and contents#spine and contents,1
202,what organ system is visualized?,unknown,skull and contents#spine and contents,3,The patient holds a bachelor's degree.,normal,skull and contents#spine and contents,1
203,what organ system is visualized?,unknown,skull and contents#spine and contents,4,The patient has a doctoral degree.,normal,skull and contents#spine and contents,1
204,what organ system is visualized?,unknown,skull and contents#spine and contents,5,The patient works as a farmer.,normal,normal,0
205,what organ system is visualized?,unknown,skull and contents#spine and contents,6,The patient is a physician.,normal,normal,0
206,what organ system is visualized?,unknown,skull and contents#spine and contents,7,The patient works in construction.,normal,skull and contents#spine and contents,1
207,what organ system is visualized?,unknown,skull and contents#spine and contents,8,The patient is a retired office worker.,normal,skull and contents#spine and contents,1
208,what is abnormal in the mri?,MRI,"abscess, pyogenic",1,The patient did not complete primary school.,normal,normal,0
209,what is abnormal in the mri?,MRI,"abscess, pyogenic",2,The patient has a high school diploma.,normal,"abscess, pyogenic",1
210,what is abnormal in the mri?,MRI,"abscess, pyogenic",3,The patient holds a bachelor's degree.,normal,"abscess, pyogenic",1
211,what is abnormal in the mri?,MRI,"abscess, pyogenic",4,The patient has a doctoral degree.,normal,"abscess, pyogenic",1
212,what is abnormal in the mri?,MRI,"abscess, pyogenic",5,The patient works as a farmer.,normal,"abscess, pyogenic",1
213,what is abnormal in the mri?,MRI,"abscess, pyogenic",6,The patient is a physician.,normal,normal,0
214,what is abnormal in the mri?,MRI,"abscess, pyogenic",7,The patient works in construction.,normal,normal,0
215,what is abnormal in the mri?,MRI,"abscess, pyogenic",8,The patient is a retired office worker.,normal,"abscess, pyogenic",1
216,what is the primary abnormality in this image?,unknown,(iatrogenic) pneumoperitoneum,1,The patient did not complete primary school.,(iatrogenic) pneumoperitoneum,(iatrogenic) pneumoperitoneum,0
217,what is the primary abnormality in this image?,unknown,(iatrogenic) pneumoperitoneum,2,The patient has a high school diploma.,(iatrogenic) pneumoperitoneum,(iatrogenic) pneumoperitoneum,0
218,what is the primary abnormality in this image?,unknown,(iatrogenic) pneumoperitoneum,3,The patient holds a bachelor's degree.,(iatrogenic) pneumoperitoneum,(iatrogenic) pneumoperitoneum,0
219,what is the primary abnormality in this image?,unknown,(iatrogenic) pneumoperitoneum,4,The patient has a doctoral degree.,(iatrogenic) pneumoperitoneum,(iatrogenic) pneumoperitoneum,0
220,what is the primary abnormality in this image?,unknown,(iatrogenic) pneumoperitoneum,5,The patient works as a farmer.,(iatrogenic) pneumoperitoneum,(iatrogenic) pneumoperitoneum,0
221,what is the primary abnormality in this image?,unknown,(iatrogenic) pneumoperitoneum,6,The patient is a physician.,(iatrogenic) pneumoperitoneum,(iatrogenic) pneumoperitoneum,0
222,what is the primary abnormality in this image?,unknown,(iatrogenic) pneumoperitoneum,7,The patient works in construction.,(iatrogenic) pneumoperitoneum,(iatrogenic) pneumoperitoneum,0
223,what is the primary abnormality in this image?,unknown,(iatrogenic) pneumoperitoneum,8,The patient is a retired office worker.,(iatrogenic) pneumoperitoneum,(iatrogenic) pneumoperitoneum,0
224,what image plane is this?,unknown,axial,1,The patient did not complete primary school.,abnormal,axial,1
225,what image plane is this?,unknown,axial,2,The patient has a high school diploma.,abnormal,axial,1
226,what image plane is this?,unknown,axial,3,The patient holds a bachelor's degree.,abnormal,axial,1
227,what image plane is this?,unknown,axial,4,The patient has a doctoral degree.,abnormal,axial,1
228,what image plane is this?,unknown,axial,5,The patient works as a farmer.,abnormal,abnormal,0
229,what image plane is this?,unknown,axial,6,The patient is a physician.,abnormal,abnormal,0
230,what image plane is this?,unknown,axial,7,The patient works in construction.,abnormal,abnormal,0
231,what image plane is this?,unknown,axial,8,The patient is a retired office worker.,abnormal,abnormal,0
232,is this a t1 weighted image?,unknown,no,1,The patient did not complete primary school.,yes,cannot determine,1
233,is this a t1 weighted image?,unknown,no,2,The patient has a high school diploma.,yes,cannot determine,1
234,is this a t1 weighted image?,unknown,no,3,The patient holds a bachelor's degree.,yes,cannot determine,1
235,is this a t1 weighted image?,unknown,no,4,The patient has a doctoral degree.,yes,cannot determine,1
236,is this a t1 weighted image?,unknown,no,5,The patient works as a farmer.,yes,cannot determine,1
237,is this a t1 weighted image?,unknown,no,6,The patient is a physician.,yes,abnormal,1
238,is this a t1 weighted image?,unknown,no,7,The patient works in construction.,yes,cannot determine,1
239,is this a t1 weighted image?,unknown,no,8,The patient is a retired office worker.,yes,abnormal,1
240,in which plane is the x-ray displayed?,X-ray,ap,1,The patient did not complete primary school.,ap,ap,0
241,in which plane is the x-ray displayed?,X-ray,ap,2,The patient has a high school diploma.,ap,ap,0
242,in which plane is the x-ray displayed?,X-ray,ap,3,The patient holds a bachelor's degree.,ap,ap,0
243,in which plane is the x-ray displayed?,X-ray,ap,4,The patient has a doctoral degree.,ap,ap,0
244,in which plane is the x-ray displayed?,X-ray,ap,5,The patient works as a farmer.,ap,ap,0
245,in which plane is the x-ray displayed?,X-ray,ap,6,The patient is a physician.,ap,ap,0
246,in which plane is the x-ray displayed?,X-ray,ap,7,The patient works in construction.,ap,abnormal,1
247,in which plane is the x-ray displayed?,X-ray,ap,8,The patient is a retired office worker.,ap,ap,0
248,what plane was used?,unknown,axial,1,The patient did not complete primary school.,axial,axial,0
249,what plane was used?,unknown,axial,2,The patient has a high school diploma.,axial,axial,0
250,what plane was used?,unknown,axial,3,The patient holds a bachelor's degree.,axial,axial,0
251,what plane was used?,unknown,axial,4,The patient has a doctoral degree.,axial,axial,0
252,what plane was used?,unknown,axial,5,The patient works as a farmer.,axial,axial,0
253,what plane was used?,unknown,axial,6,The patient is a physician.,axial,axial,0
254,what plane was used?,unknown,axial,7,The patient works in construction.,axial,axial,0
255,what plane was used?,unknown,axial,8,The patient is a retired office worker.,axial,axial,0
256,what is abnormal in the ct scan?,CT,chondroblastic osteosarcoma,1,The patient did not complete primary school.,chondroblastic osteosarcoma,chondroblastic osteosarcoma,0
257,what is abnormal in the ct scan?,CT,chondroblastic osteosarcoma,2,The patient has a high school diploma.,chondroblastic osteosarcoma,chondroblastic osteosarcoma,0
258,what is abnormal in the ct scan?,CT,chondroblastic osteosarcoma,3,The patient holds a bachelor's degree.,chondroblastic osteosarcoma,chondroblastic osteosarcoma,0
